id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BMG,S_GEO,S_HAB,S_GROW
35189,,0.436151,0.000000,0.082594,0.480000,0.300000,0.622819,0.000000,0.455340,0.250000,0.370481
35190,,0.000000,0.000000,0.070000,0.480000,0.300000,0.722143,0.000000,0.000000,0.000000,0.000000
35191,,0.000000,0.000000,0.075878,0.480000,0.300000,0.673390,0.290000,0.227670,0.083333,0.140165
35192,,0.000000,0.000000,0.070000,0.480000,0.300000,0.690073,0.330000,0.000000,0.000000,0.000000
35193,,0.000000,0.000000,0.095477,0.480000,0.300000,0.648972,0.370000,0.227670,0.083333,0.140165
35194,,0.000000,0.000000,0.091140,0.480000,0.300000,0.634447,0.000000,0.360849,0.166667,0.140165
35195,,0.000000,0.480000,0.070000,0.500000,0.300000,0.678611,0.330000,0.000000,0.000000,0.000000
35196,,0.000000,0.000000,0.078306,0.480000,0.300000,0.650443,0.290000,0.227670,0.083333,0.140165
35197,,0.000000,0.000000,0.070000,0.480000,0.300000,0.649956,0.290000,0.000000,0.000000,0.140165
35198,,0.000000,0.000000,0.089199,0.480000,0.300000,0.667748,0.330000,0.000000,0.000000,0.000000
35199,,0.000000,0.000000,0.070000,0.480000,0.300000,0.619124,0.440000,0.227670,0.166667,0.223984
35200,,0.000000,0.000000,0.070000,0.480000,0.300000,0.667353,0.000000,0.000000,0.000000,0.000000
35201,,0.000000,0.000000,0.070000,0.480000,0.300000,0.666933,0.000000,0.000000,0.000000,0.000000
35202,,0.000000,0.000000,0.078160,0.480000,0.300000,0.651623,0.290000,0.000000,0.000000,0.000000
35203,,0.000000,0.000000,0.078660,0.480000,0.300000,0.647674,0.290000,0.000000,0.000000,0.000000
35204,,0.000000,0.000000,0.070000,0.480000,0.300000,0.642877,0.330000,0.000000,0.000000,0.000000
35205,,0.000000,0.000000,0.070000,0.480000,0.300000,0.638563,0.290000,0.000000,0.000000,0.000000
35206,,0.000000,0.000000,0.083764,0.480000,0.300000,0.616926,0.000000,0.000000,0.000000,0.000000
35207,,0.000000,0.000000,0.420000,0.480000,0.300000,0.560789,0.000000,0.000000,0.000000,0.000000
35208,,0.000000,0.000000,0.070000,0.480000,0.300000,0.548902,0.000000,0.227670,0.083333,0.140165
35209,,0.000000,0.000000,0.070000,0.480000,0.300000,0.518742,0.000000,0.000000,0.000000,0.000000
35210,,0.000000,0.000000,0.079409,0.480000,0.300000,0.642169,0.000000,0.455340,0.166667,0.331538
35211,,0.000000,0.000000,0.082495,0.480000,0.300000,0.623346,0.000000,0.639151,0.333333,0.481077
35212,,0.000000,0.000000,0.070000,0.800000,0.300000,0.572717,0.000000,0.639151,0.333333,0.675941
35213,,0.000000,0.000000,0.090727,0.480000,0.300000,0.589759,0.000000,0.227670,0.000000,0.140165
35214,,0.000000,0.000000,0.070000,0.480000,0.300000,0.608094,0.000000,0.000000,0.000000,0.000000
35215,,0.000000,0.000000,0.070000,0.480000,0.300000,0.569187,0.000000,0.360849,0.166667,0.140165
35216,,0.000000,0.000000,0.070000,0.480000,0.300000,0.557278,0.000000,0.227670,0.083333,0.140165
35217,,0.000000,0.000000,0.082936,0.480000,0.300000,0.693948,0.330000,0.000000,0.000000,0.000000
35218,,0.000000,0.000000,0.090153,0.480000,0.300000,0.591622,0.000000,0.000000,0.000000,0.000000
35219,,0.000000,0.000000,0.070000,0.480000,0.300000,0.486245,0.000000,0.000000,0.000000,0.000000
35220,,0.000000,0.000000,0.070000,0.480000,0.300000,0.724332,0.000000,0.000000,0.000000,0.140165
35221,,0.000000,0.000000,0.080744,0.480000,0.300000,0.633363,0.330000,0.227670,0.083333,0.331538
35222,,0.000000,0.000000,0.090906,0.480000,0.300000,0.662094,0.450000,0.000000,0.000000,0.284318
35223,,0.000000,0.000000,0.078753,0.480000,0.300000,0.692964,0.520000,0.000000,0.000000,0.000000
35224,,0.000000,0.000000,0.070000,0.480000,0.300000,0.652917,0.370000,0.360849,0.083333,0.331538
35225,,0.000000,0.000000,0.079476,0.480000,0.300000,0.641701,0.290000,0.000000,0.000000,0.284318
35226,,0.000000,0.480000,0.070000,0.500000,0.300000,0.633884,0.290000,0.455340,0.166667,0.331538
35227,,1.000000,0.000000,0.096430,0.480000,0.300000,0.646534,0.370000,0.000000,0.000000,0.140165
35228,,0.000000,0.000000,0.070000,0.800000,0.300000,0.607871,0.000000,0.227670,0.083333,0.403640
35229,,0.000000,0.000000,0.070000,0.480000,0.300000,0.626924,0.000000,0.000000,0.000000,0.140165
35230,,0.000000,0.000000,0.086920,0.480000,0.300000,0.603224,0.290000,0.000000,0.000000,0.140165
35231,,0.000000,0.000000,0.070000,0.480000,0.300000,0.545059,0.000000,0.000000,0.000000,0.140165
35232,,0.000000,0.000000,0.073688,0.480000,0.300000,0.704327,0.000000,0.000000,0.000000,0.000000
35233,,0.000000,0.000000,0.074826,0.480000,0.300000,0.686475,0.450000,0.000000,0.000000,0.140165
35234,,0.000000,0.000000,0.070000,0.480000,0.300000,0.672834,0.330000,0.000000,0.000000,0.140165
35235,,0.000000,0.000000,0.076305,0.480000,0.300000,0.668734,0.410000,0.000000,0.000000,0.140165
35236,,0.000000,0.000000,0.083157,0.480000,0.300000,0.665919,0.480000,0.000000,0.000000,0.140165
35237,,0.000000,0.000000,0.070000,0.480000,0.300000,0.641575,0.000000,0.227670,0.083333,0.140165
35238,,0.000000,0.000000,0.070000,0.480000,0.300000,0.657045,0.330000,0.000000,0.000000,0.140165
35239,,0.000000,0.000000,0.070000,0.480000,0.300000,0.629979,0.290000,0.000000,0.000000,0.000000
35240,,0.000000,0.000000,0.070000,0.480000,0.300000,0.625344,0.330000,0.227670,0.166667,0.284318
35241,,0.000000,0.000000,0.070000,0.480000,0.300000,0.611232,0.000000,0.000000,0.000000,0.000000
35242,,0.000000,0.000000,0.108850,0.480000,0.300000,0.548065,0.000000,0.227670,0.166667,0.370481
35243,,0.000000,0.000000,0.070000,0.480000,0.300000,0.575922,0.000000,0.455340,0.250000,0.432461
35244,,0.000000,0.000000,0.070000,0.480000,0.300000,0.564821,0.000000,0.000000,0.000000,0.000000
35245,,0.000000,0.000000,0.111436,0.480000,0.300000,0.543788,0.000000,0.000000,0.000000,0.000000
35246,,0.000000,0.000000,0.074085,0.480000,0.300000,0.697544,0.000000,0.000000,0.000000,0.000000
35247,,0.000000,0.000000,0.070000,0.480000,0.300000,0.638175,0.440000,0.360849,0.083333,0.140165
35248,,0.000000,0.000000,0.070000,0.480000,0.300000,0.696477,0.000000,0.000000,0.000000,0.000000
35249,,0.000000,0.000000,0.070000,0.480000,0.300000,0.677570,0.000000,0.227670,0.083333,0.140165
35250,rep3,0.000000,0.000000,0.070000,0.480000,0.300000,0.609817,0.000000,0.360849,0.166667,0.140165
35251,,0.000000,0.000000,0.070000,0.480000,0.300000,0.558214,0.000000,0.721698,0.250000,0.501970
35252,,0.000000,0.000000,0.070000,0.480000,0.300000,0.596153,0.000000,0.360849,0.166667,0.370481
35253,,0.000000,0.000000,0.070000,0.480000,0.300000,0.617659,0.000000,0.227670,0.000000,0.140165
35254,,0.000000,0.480000,0.079071,0.500000,0.300000,0.644600,0.000000,0.000000,0.000000,0.000000
35255,,0.000000,0.000000,0.070000,0.480000,0.300000,0.639075,0.000000,0.000000,0.000000,0.140165
35256,,0.000000,0.000000,0.070000,0.480000,0.300000,0.593969,0.000000,0.227670,0.083333,0.000000
35257,,0.000000,0.480000,0.070000,0.500000,0.300000,0.583028,0.000000,0.227670,0.083333,0.284318
35258,,0.000000,0.000000,0.070000,0.480000,0.300000,0.630154,0.000000,0.000000,0.000000,0.000000
35259,,0.000000,0.000000,0.081563,0.480000,0.300000,0.628487,0.000000,0.000000,0.000000,0.000000
35260,,0.000000,0.000000,0.070000,0.480000,0.300000,0.613975,0.000000,0.000000,0.000000,0.000000
35261,,0.000000,0.000000,0.420000,0.480000,0.300000,0.590543,0.000000,0.000000,0.000000,0.000000
35262,,0.000000,0.000000,0.070000,0.480000,0.300000,0.572954,0.000000,0.000000,0.000000,0.000000
35263,,0.000000,0.000000,0.070000,0.480000,0.300000,0.567529,0.000000,0.000000,0.000000,0.000000
35264,,0.000000,0.000000,0.070000,0.480000,0.300000,0.563812,0.000000,0.000000,0.000000,0.000000
35265,,0.000000,0.000000,0.070000,0.480000,0.300000,0.532309,0.000000,0.000000,0.000000,0.140165
35266,,0.000000,0.000000,0.101460,0.480000,0.300000,0.562067,0.000000,0.000000,0.000000,0.000000
35267,,0.000000,0.000000,0.420000,0.480000,0.300000,0.555165,0.000000,0.000000,0.000000,0.000000
35268,,0.000000,0.000000,0.070000,0.480000,0.300000,0.520873,0.000000,0.000000,0.000000,0.140165
35269,,0.000000,0.000000,0.070000,0.480000,0.300000,0.509551,0.000000,0.000000,0.000000,0.000000
35270,,0.000000,0.000000,0.078620,0.760000,0.300000,0.647980,0.000000,0.227670,0.166667,0.140165
35271,,0.000000,0.000000,0.070000,0.520000,0.300000,0.632622,0.370000,0.528634,0.166667,0.256245
35272,,0.000000,0.000000,0.070000,0.480000,0.300000,0.617230,0.000000,0.360849,0.083333,0.140165
35273,,0.000000,0.000000,0.070000,0.480000,0.300000,0.664774,0.000000,0.000000,0.000000,0.000000
35274,,0.000000,0.000000,0.070000,0.480000,0.300000,0.655735,0.000000,0.000000,0.000000,0.000000
35275,,0.000000,0.000000,0.100000,0.480000,0.300000,0.565220,0.000000,0.227670,0.000000,0.501970
35276,,0.000000,0.480000,0.070000,0.500000,0.300000,0.591371,0.000000,0.227670,0.083333,0.223984
35277,,0.000000,0.000000,0.070000,0.480000,0.300000,0.577065,0.000000,0.000000,0.000000,0.223984
35278,,0.000000,0.000000,0.070000,0.480000,0.300000,0.580747,0.000000,0.000000,0.000000,0.284318
35279,,0.000000,0.000000,0.086232,0.480000,0.300000,0.605981,0.000000,0.000000,0.000000,0.000000
35280,,0.000000,0.000000,0.070000,0.480000,0.300000,0.535292,0.000000,0.000000,0.000000,0.000000
35281,,0.000000,0.000000,0.070000,0.480000,0.300000,0.476233,0.000000,0.000000,0.000000,0.000000
35282,,0.000000,0.000000,0.070000,0.480000,0.300000,0.465994,0.000000,0.000000,0.000000,0.000000
35283,,0.000000,0.000000,0.074839,0.480000,0.300000,0.686291,0.000000,0.000000,0.000000,0.000000
35284,,0.000000,0.000000,0.081491,0.480000,0.300000,0.628905,0.000000,0.528634,0.250000,0.611119
35285,,0.000000,0.000000,0.078810,0.480000,0.300000,0.692537,0.370000,0.000000,0.000000,0.140165
35286,,0.000000,0.000000,0.074457,0.480000,0.300000,0.691749,0.450000,0.000000,0.000000,0.140165
35287,,0.000000,0.000000,0.075438,0.480000,0.300000,0.678549,0.000000,0.000000,0.000000,0.140165
35288,,0.000000,0.000000,0.070000,0.480000,0.300000,0.649005,0.290000,0.227670,0.083333,0.223984
35289,,0.000000,0.000000,0.077363,0.480000,0.300000,0.658441,0.370000,0.000000,0.000000,0.140165
35290,,0.000000,0.000000,0.070000,0.480000,0.300000,0.611232,0.000000,0.000000,0.000000,0.000000
35291,,0.000000,0.000000,0.096502,0.480000,0.300000,0.573448,0.000000,0.360849,0.166667,0.284318
35292,,0.000000,0.000000,0.070000,0.480000,0.300000,0.564821,0.000000,0.000000,0.000000,0.000000
35293,,0.000000,0.000000,0.111436,0.480000,0.300000,0.543788,0.000000,0.000000,0.000000,0.000000
35294,,0.000000,0.000000,0.070000,0.480000,0.300000,0.479788,0.000000,0.000000,0.000000,0.000000
35295,,0.000000,0.000000,0.070000,0.480000,0.300000,0.465040,0.000000,0.000000,0.000000,0.140165
35296,,0.000000,0.000000,0.074522,0.480000,0.300000,0.690789,0.000000,0.000000,0.000000,0.140165
35297,,0.000000,0.000000,0.070000,0.480000,0.300000,0.583955,0.000000,0.000000,0.000000,0.000000
35298,,0.000000,0.000000,0.070000,0.480000,0.300000,0.680240,0.000000,0.000000,0.000000,0.000000
35299,,0.000000,0.000000,0.070000,0.480000,0.300000,0.653831,0.000000,0.227670,0.083333,0.000000
35300,,0.000000,0.000000,0.081245,0.480000,0.300000,0.630338,0.000000,0.227670,0.083333,0.432461
35301,,0.000000,0.000000,0.070000,0.480000,0.300000,0.568899,0.000000,0.639151,0.250000,0.403640
35302,,0.000000,0.000000,0.070000,0.480000,0.300000,0.624246,0.290000,0.000000,0.000000,0.140165
35303,,0.000000,0.000000,0.070000,0.480000,0.300000,0.578471,0.000000,0.000000,0.000000,0.223984
35304,,0.000000,0.000000,0.070000,0.480000,0.300000,0.591003,0.000000,0.000000,0.000000,0.223984
35305,,0.000000,0.000000,0.070000,0.480000,0.300000,0.586131,0.000000,0.000000,0.000000,0.284318
35306,,0.000000,0.000000,0.070000,0.480000,0.300000,0.609444,0.000000,0.000000,0.000000,0.000000
35307,,0.000000,0.000000,0.070000,0.480000,0.300000,0.594124,0.000000,0.000000,0.083333,0.223984
35308,,0.000000,0.000000,0.070000,0.480000,0.300000,0.540480,0.000000,0.000000,0.000000,0.140165
35309,,0.000000,0.000000,0.070000,0.480000,0.300000,0.507493,0.000000,0.000000,0.000000,0.370481
35310,,0.000000,0.000000,0.070000,0.480000,0.300000,0.650480,0.330000,0.227670,0.083333,0.140165
35311,,0.000000,0.000000,0.076120,0.480000,0.300000,0.670707,0.000000,0.000000,0.000000,0.000000
35312,,0.000000,0.000000,0.070000,0.480000,0.300000,0.583955,0.000000,0.000000,0.000000,0.000000
35313,,0.000000,0.000000,0.070000,0.480000,0.300000,0.578991,0.000000,0.000000,0.000000,0.000000
35314,,0.000000,0.000000,0.096605,0.480000,0.300000,0.573190,0.000000,0.000000,0.000000,0.000000
35315,,0.000000,0.000000,0.070000,0.480000,0.300000,0.517935,0.000000,0.227670,0.083333,0.000000
35316,,0.000000,0.000000,0.070000,0.480000,0.300000,0.535333,0.000000,0.000000,0.000000,0.000000
35317,,0.000000,0.000000,0.070000,0.480000,0.300000,0.525305,0.000000,0.227670,0.083333,0.000000
35318,,0.000000,0.000000,0.070000,0.480000,0.300000,0.476080,0.000000,0.000000,0.000000,0.000000
35319,,0.000000,0.000000,0.070000,0.480000,0.300000,0.474848,0.000000,0.000000,0.000000,0.000000
35320,,0.000000,0.000000,0.070000,0.480000,0.300000,0.647632,0.330000,0.360849,0.083333,0.140165
35321,,0.000000,0.000000,0.075886,0.480000,0.300000,0.673299,0.000000,0.360849,0.166667,0.140165
35322,,0.000000,0.000000,0.070000,0.480000,0.300000,0.638197,0.330000,0.227670,0.083333,0.140165
35323,,0.000000,0.000000,0.070000,0.480000,0.300000,0.600348,0.000000,0.000000,0.000000,0.000000
35324,,0.000000,0.000000,0.070000,0.480000,0.300000,0.598774,0.000000,0.000000,0.000000,0.000000
35325,,0.000000,0.000000,0.420000,0.480000,0.300000,0.589169,0.000000,0.227670,0.083333,0.000000
35326,,0.000000,0.000000,0.070000,0.480000,0.300000,0.515453,0.000000,0.227670,0.083333,0.000000
35327,,0.000000,0.000000,0.078014,0.480000,0.300000,0.698819,0.000000,0.000000,0.000000,0.000000
35328,,0.000000,0.000000,0.420000,0.480000,0.300000,0.685024,0.000000,0.000000,0.000000,0.000000
35329,,0.000000,0.000000,0.070000,0.480000,0.300000,0.638462,0.000000,0.000000,0.000000,0.000000
35330,,0.872303,0.000000,0.070000,0.800000,0.300000,0.538386,0.000000,0.455340,0.416667,0.432461
35331,,0.000000,0.000000,0.213266,0.480000,0.300000,0.461462,0.000000,0.000000,0.000000,0.000000
35332,,0.000000,0.000000,0.070000,0.480000,0.300000,0.604829,0.000000,0.000000,0.000000,0.000000
35333,,0.000000,0.000000,0.090289,0.480000,0.300000,0.591174,0.000000,0.000000,0.000000,0.000000
35334,,0.000000,0.000000,0.070000,0.480000,0.300000,0.720128,0.000000,0.000000,0.000000,0.000000
35335,,1.000000,0.000000,0.081990,0.480000,0.300000,0.626080,0.560000,0.227670,0.083333,0.223984
35336,,0.000000,0.000000,0.083646,0.480000,0.300000,0.617496,0.290000,0.000000,0.000000,0.223984
35337,,0.872303,0.000000,0.070000,0.720000,0.300000,0.547582,0.000000,0.000000,0.083333,0.223984
35338,,0.000000,0.000000,0.083664,0.480000,0.300000,0.724214,0.560000,0.000000,0.000000,0.000000
35339,,0.436151,0.000000,0.082004,0.480000,0.300000,0.672002,0.000000,0.227670,0.083333,0.140165
35340,,0.000000,0.000000,0.078029,0.480000,0.300000,0.698694,0.440000,0.227670,0.083333,0.140165
35341,,0.000000,0.000000,0.073914,0.480000,0.300000,0.700371,0.410000,0.000000,0.000000,0.000000
35342,,0.000000,0.000000,0.085913,0.480000,0.300000,0.607296,0.000000,0.360849,0.083333,0.223984
35343,,0.000000,0.000000,0.077919,0.520000,0.300000,0.653608,0.290000,0.528634,0.166667,0.284318
35344,,0.000000,0.000000,0.070000,0.480000,0.300000,0.683073,0.000000,0.000000,0.000000,0.000000
35345,,0.000000,0.000000,0.070000,0.480000,0.300000,0.667566,0.000000,0.000000,0.000000,0.000000
35346,,0.000000,0.000000,0.083453,0.480000,0.300000,0.664442,0.000000,0.000000,0.000000,0.000000
35347,,0.000000,0.000000,0.085408,0.480000,0.300000,0.655436,0.290000,0.000000,0.000000,0.000000
35348,,0.000000,0.000000,0.086048,0.480000,0.300000,0.652736,0.000000,0.000000,0.000000,0.000000
35349,,0.000000,0.000000,0.081234,0.480000,0.300000,0.630403,0.000000,0.000000,0.000000,0.000000
35350,,0.000000,0.000000,0.070000,0.480000,0.300000,0.630124,0.000000,0.000000,0.000000,0.000000
35351,,0.000000,0.000000,0.126022,0.480000,0.300000,0.569772,0.000000,0.227670,0.083333,0.223984
35352,,0.000000,0.000000,0.083423,0.480000,0.300000,0.618592,0.000000,0.000000,0.000000,0.000000
35353,,0.000000,0.000000,0.084614,0.480000,0.300000,0.612948,0.000000,0.000000,0.000000,0.000000
35354,,0.000000,0.000000,0.088414,0.480000,0.300000,0.597611,0.000000,0.000000,0.000000,0.000000
35355,,0.000000,0.000000,0.153264,0.480000,0.300000,0.589474,0.290000,0.000000,0.000000,0.000000
35356,,0.000000,0.000000,0.070000,0.480000,0.300000,0.557680,0.000000,0.227670,0.083333,0.223984
35357,,0.000000,0.000000,0.148989,0.480000,0.300000,0.546973,0.000000,0.000000,0.000000,0.000000
35358,,0.000000,0.000000,0.305664,0.480000,0.300000,0.474433,0.000000,0.000000,0.000000,0.000000
35359,,0.000000,0.000000,0.073736,0.480000,0.300000,0.703457,0.000000,0.227670,0.083333,0.140165
35360,,0.000000,0.000000,0.090468,0.520000,0.300000,0.636592,0.370000,0.639151,0.333333,0.256245
35361,,0.000000,0.000000,0.070000,0.480000,0.300000,0.708972,0.000000,0.000000,0.000000,0.000000
35362,,0.000000,0.000000,0.070000,0.480000,0.300000,0.704479,0.000000,0.000000,0.000000,0.000000
35363,,0.000000,0.000000,0.070000,0.480000,0.300000,0.624355,0.290000,0.227670,0.083333,0.284318
35364,,0.000000,0.000000,0.070000,0.480000,0.300000,0.656802,0.330000,0.227670,0.083333,0.140165
35365,,0.000000,0.000000,0.070000,0.480000,0.300000,0.682726,0.000000,0.000000,0.000000,0.000000
35366,,0.000000,0.000000,0.070000,0.480000,0.300000,0.638277,0.000000,0.227670,0.083333,0.223984
35367,,0.000000,0.000000,0.082563,0.480000,0.300000,0.622986,0.290000,0.227670,0.083333,0.140165
35368,,0.000000,0.000000,0.070000,0.480000,0.300000,0.647930,0.000000,0.000000,0.000000,0.000000
35369,,0.000000,0.000000,0.070000,0.480000,0.300000,0.645378,0.000000,0.000000,0.000000,0.000000
35370,,0.000000,0.000000,0.070000,0.480000,0.300000,0.640831,0.000000,0.000000,0.000000,0.000000
35371,,0.000000,0.000000,0.101326,0.480000,0.300000,0.635256,0.000000,0.000000,0.000000,0.000000
35372,,0.000000,0.000000,0.123910,0.480000,0.300000,0.633130,0.000000,0.000000,0.000000,0.000000
35373,,0.000000,0.000000,0.121511,0.480000,0.300000,0.575344,0.000000,0.227670,0.083333,0.223984
35374,,0.000000,0.000000,0.070000,0.480000,0.300000,0.624241,0.290000,0.000000,0.000000,0.000000
35375,,0.000000,0.000000,0.083411,0.480000,0.300000,0.618651,0.000000,0.000000,0.000000,0.000000
35376,,0.000000,0.000000,0.070000,0.480000,0.300000,0.617011,0.000000,0.000000,0.000000,0.000000
35377,,0.000000,0.000000,0.097503,0.480000,0.300000,0.616987,0.000000,0.000000,0.000000,0.000000
35378,,0.000000,0.000000,0.070000,0.480000,0.300000,0.580293,0.000000,0.227670,0.083333,0.140165
35379,,0.000000,0.000000,0.102172,0.480000,0.300000,0.606581,0.000000,0.000000,0.000000,0.000000
35380,,0.000000,0.000000,0.157453,0.480000,0.300000,0.601025,0.000000,0.000000,0.000000,0.000000
35381,,0.000000,0.000000,0.070000,0.480000,0.300000,0.544208,0.000000,0.227670,0.166667,0.370481
35382,,0.000000,0.000000,0.070000,0.480000,0.300000,0.591711,0.000000,0.000000,0.000000,0.000000
35383,,0.000000,0.000000,0.070000,0.480000,0.300000,0.587217,0.000000,0.000000,0.000000,0.000000
35384,,0.000000,0.000000,0.070000,0.480000,0.300000,0.586151,0.000000,0.000000,0.000000,0.000000
35385,,0.000000,0.000000,0.115858,0.480000,0.300000,0.583059,0.000000,0.000000,0.000000,0.000000
35386,,0.000000,0.000000,0.070000,0.480000,0.300000,0.581716,0.000000,0.000000,0.000000,0.000000
35387,,0.000000,0.000000,0.141931,0.480000,0.300000,0.580092,0.000000,0.000000,0.000000,0.000000
35388,,0.000000,0.000000,0.070000,0.480000,0.300000,0.579805,0.000000,0.000000,0.000000,0.000000
35389,,0.000000,0.000000,0.094343,0.480000,0.300000,0.579088,0.000000,0.000000,0.000000,0.000000
35390,,0.000000,0.000000,0.118701,0.480000,0.300000,0.579066,0.330000,0.000000,0.000000,0.000000
35391,,0.000000,0.000000,0.070000,0.480000,0.300000,0.578764,0.000000,0.000000,0.000000,0.000000
35392,rep3,0.000000,0.000000,0.149957,0.480000,0.300000,0.573072,0.000000,0.000000,0.000000,0.000000
35393,,0.000000,0.000000,0.070000,0.480000,0.300000,0.572026,0.000000,0.000000,0.000000,0.000000
35394,,0.000000,0.000000,0.070000,0.480000,0.300000,0.565670,0.000000,0.000000,0.000000,0.000000
35395,,0.000000,0.000000,0.070000,0.480000,0.300000,0.563130,0.000000,0.000000,0.000000,0.000000
35396,,0.000000,0.000000,0.136534,0.480000,0.300000,0.558361,0.000000,0.000000,0.000000,0.000000
35397,,0.000000,0.000000,0.103875,0.480000,0.300000,0.557158,0.000000,0.000000,0.000000,0.000000
35398,,0.000000,0.000000,0.070000,0.480000,0.300000,0.554902,0.000000,0.000000,0.000000,0.000000
35399,,0.000000,0.000000,0.070000,0.480000,0.300000,0.554028,0.290000,0.000000,0.000000,0.000000
35400,,0.000000,0.000000,0.141124,0.480000,0.300000,0.553934,0.000000,0.000000,0.000000,0.000000
35401,,0.000000,0.000000,0.070000,0.480000,0.300000,0.553871,0.000000,0.000000,0.000000,0.000000
35402,,0.000000,0.000000,0.106408,0.480000,0.300000,0.552374,0.000000,0.000000,0.000000,0.000000
35403,,0.000000,0.000000,0.110043,0.480000,0.300000,0.546058,0.000000,0.000000,0.000000,0.000000
35404,,0.000000,0.000000,0.153011,0.480000,0.300000,0.543678,0.000000,0.000000,0.000000,0.000000
35405,,0.000000,0.000000,0.156680,0.480000,0.300000,0.540807,0.000000,0.000000,0.000000,0.000000
35406,,0.000000,0.000000,0.070000,0.480000,0.300000,0.538723,0.000000,0.000000,0.000000,0.000000
35407,,0.000000,0.000000,0.160964,0.480000,0.300000,0.537605,0.000000,0.000000,0.000000,0.000000
35408,,0.000000,0.000000,0.116627,0.480000,0.300000,0.535955,0.000000,0.000000,0.000000,0.000000
35409,,0.000000,0.000000,0.118387,0.480000,0.300000,0.533497,0.000000,0.000000,0.000000,0.000000
35410,,0.000000,0.000000,0.070000,0.480000,0.300000,0.529890,0.000000,0.000000,0.000000,0.000000
35411,,0.000000,0.000000,0.070000,0.480000,0.300000,0.525715,0.000000,0.000000,0.000000,0.000000
35412,,0.000000,0.000000,0.070000,0.480000,0.300000,0.524156,0.000000,0.000000,0.000000,0.000000
35413,,0.000000,0.000000,0.183336,0.480000,0.300000,0.523013,0.000000,0.000000,0.000000,0.000000
35414,,0.000000,0.000000,0.132630,0.480000,0.300000,0.516374,0.000000,0.000000,0.000000,0.000000
35415,,0.000000,0.000000,0.133452,0.480000,0.300000,0.515509,0.000000,0.000000,0.000000,0.000000
35416,,0.000000,0.000000,0.070000,0.480000,0.300000,0.512612,0.000000,0.000000,0.000000,0.000000
35417,,0.000000,0.000000,0.070000,0.480000,0.300000,0.509643,0.000000,0.000000,0.000000,0.000000
35418,,0.000000,0.000000,0.140225,0.480000,0.300000,0.508779,0.000000,0.000000,0.000000,0.000000
35419,,0.000000,0.000000,0.148166,0.480000,0.300000,0.501670,0.000000,0.000000,0.000000,0.000000
35420,,0.000000,0.000000,0.070000,0.480000,0.300000,0.498771,0.000000,0.000000,0.000000,0.000000
35421,,0.000000,0.000000,0.070000,0.480000,0.300000,0.494904,0.000000,0.000000,0.000000,0.000000
35422,,0.000000,0.000000,0.070000,0.480000,0.300000,0.488391,0.000000,0.000000,0.000000,0.000000
35423,,0.000000,0.000000,0.174603,0.480000,0.300000,0.482336,0.000000,0.000000,0.000000,0.000000
35424,,0.000000,0.000000,0.070000,0.480000,0.300000,0.459988,0.000000,0.000000,0.000000,0.000000
35425,,0.000000,0.000000,0.073483,0.480000,0.300000,0.708116,0.000000,0.000000,0.000000,0.000000
35426,,0.000000,0.000000,0.076983,0.480000,0.300000,0.661962,0.290000,0.227670,0.083333,0.000000
35427,,0.000000,0.000000,0.070000,0.480000,0.300000,0.639636,0.000000,0.000000,0.000000,0.000000
35428,,0.872303,0.000000,0.070000,0.480000,0.300000,0.574818,0.000000,0.000000,0.000000,0.000000
35429,,0.000000,0.000000,0.070000,0.480000,0.300000,0.644640,0.290000,0.455340,0.333333,0.538768
35430,,0.000000,0.000000,0.070000,0.480000,0.300000,0.686042,0.000000,0.000000,0.000000,0.000000
35431,,0.000000,0.000000,0.087824,0.480000,0.300000,0.645770,0.000000,0.000000,0.000000,0.000000
35432,,0.000000,0.000000,0.080143,0.480000,0.300000,0.637187,0.290000,0.000000,0.000000,0.000000
35433,,0.000000,0.000000,0.090530,0.480000,0.300000,0.636392,0.000000,0.000000,0.000000,0.000000
35434,,0.000000,0.000000,0.070000,0.480000,0.300000,0.622282,0.000000,0.000000,0.000000,0.000000
35435,,0.000000,0.000000,0.070000,0.480000,0.300000,0.619938,0.330000,0.000000,0.000000,0.000000
35436,,0.000000,0.000000,0.070000,0.480000,0.300000,0.616099,0.000000,0.000000,0.000000,0.000000
35437,,0.000000,0.000000,0.101224,0.480000,0.300000,0.608565,0.290000,0.000000,0.000000,0.000000
35438,,0.000000,0.000000,0.131627,0.480000,0.300000,0.517446,0.370000,0.227670,0.083333,0.432461
35439,,0.000000,0.000000,0.070000,0.480000,0.300000,0.601241,0.000000,0.000000,0.000000,0.000000
35440,,0.000000,0.000000,0.070000,0.480000,0.300000,0.589520,0.000000,0.000000,0.000000,0.000000
35441,,0.872303,0.000000,0.070000,0.480000,0.300000,0.578471,0.000000,0.000000,0.000000,0.000000
35442,,0.000000,0.000000,0.070000,0.480000,0.300000,0.551710,0.000000,0.000000,0.000000,0.000000
35443,,0.000000,0.000000,0.070000,0.480000,0.300000,0.530385,0.000000,0.000000,0.000000,0.000000
35444,,0.000000,0.000000,0.070000,0.480000,0.300000,0.526624,0.000000,0.000000,0.000000,0.000000
35445,,0.000000,0.000000,0.070000,0.480000,0.300000,0.592578,0.000000,0.227670,0.000000,0.140165
