id,replicon_primary,S_ARG,S_VF,S_MOB,S_HOST,S_REP,S_SIZE,S_BMG,S_GEO,S_HAB,S_GROW
14457,,0.691284,0.000000,0.073180,0.800000,0.300000,0.714165,0.290000,0.000000,0.000000,0.284318
14458,,0.691284,0.000000,0.073180,0.800000,0.300000,0.714158,0.290000,0.000000,0.000000,0.432461
14459,,0.000000,0.000000,0.070000,0.800000,0.300000,0.504579,0.000000,0.000000,0.000000,0.000000
14460,,0.000000,0.000000,0.083578,0.800000,0.300000,0.617827,0.000000,0.000000,0.000000,0.000000
14461,,0.691284,0.000000,0.078165,0.800000,0.300000,0.651580,0.290000,0.455340,0.250000,0.726702
14462,,0.000000,0.000000,0.070000,0.800000,0.300000,0.613968,0.000000,0.000000,0.000000,0.000000
14463,,0.436151,0.000000,0.104443,0.800000,0.300000,0.556055,0.000000,0.000000,0.000000,0.000000
14464,,0.691284,0.000000,0.134907,0.800000,0.300000,0.514005,0.000000,0.000000,0.000000,0.000000
14465,,0.000000,0.000000,0.070000,0.800000,0.300000,0.545489,0.000000,0.227670,0.083333,0.000000
14466,,0.000000,0.000000,0.070000,0.800000,0.300000,0.506888,0.290000,0.000000,0.000000,0.000000
14467,,0.000000,0.000000,0.070000,0.800000,0.300000,0.705315,0.290000,0.000000,0.000000,0.000000
14468,,0.000000,0.000000,0.420000,0.800000,0.300000,0.623677,0.000000,0.360849,0.166667,0.140165
14469,,0.436151,0.000000,0.083326,0.800000,0.300000,0.619071,0.330000,0.000000,0.000000,0.000000
14470,,0.000000,0.000000,0.070000,0.800000,0.300000,0.557233,0.000000,0.000000,0.000000,0.000000
14471,,0.000000,0.000000,0.070000,0.800000,0.300000,0.493511,0.000000,0.000000,0.000000,0.000000
14472,,0.691284,0.000000,0.070000,0.800000,0.300000,0.710709,0.530000,0.000000,0.000000,0.000000
14473,,0.000000,0.000000,0.070000,0.800000,0.300000,0.625548,0.000000,0.000000,0.000000,0.000000
14474,,0.691284,0.000000,0.179370,0.800000,0.300000,0.653988,0.900000,0.000000,0.000000,0.000000
14475,,0.000000,0.000000,0.070000,0.800000,0.300000,0.500659,0.000000,0.000000,0.000000,0.000000
14476,,0.691284,0.000000,0.169172,0.800000,0.300000,0.659076,0.900000,0.000000,0.000000,0.000000
14477,,0.436151,0.000000,0.089726,0.800000,0.300000,0.593042,0.440000,0.528634,0.250000,0.284318
14478,,0.000000,0.000000,0.070000,0.800000,0.300000,0.467689,0.000000,0.000000,0.000000,0.000000
14479,,0.000000,0.000000,0.070000,0.800000,0.300000,0.602834,0.000000,0.000000,0.000000,0.000000
14480,,0.000000,0.000000,0.070000,0.800000,0.300000,0.627446,0.000000,0.000000,0.000000,0.000000
14481,,0.000000,0.000000,0.420000,0.800000,0.300000,0.560916,0.000000,0.360849,0.333333,0.223984
14482,,0.436151,0.000000,0.114924,0.800000,0.300000,0.538425,0.290000,0.000000,0.000000,0.000000
14483,,0.000000,0.000000,0.070000,0.800000,0.300000,0.493315,0.000000,0.000000,0.000000,0.000000
14484,,0.000000,0.000000,0.070000,0.800000,0.300000,0.470790,0.000000,0.000000,0.000000,0.000000
14485,,0.872303,0.000000,0.163677,0.800000,0.300000,0.581654,0.000000,0.000000,0.000000,0.000000
14486,,0.000000,0.000000,0.070000,0.800000,0.300000,0.558036,0.000000,0.000000,0.000000,0.000000
14487,,0.436151,0.000000,0.095419,0.800000,0.300000,0.576215,0.330000,0.787610,0.416667,0.645774
14488,,0.000000,0.000000,0.070000,0.800000,0.300000,0.524206,0.000000,0.639151,0.333333,0.555173
14489,,0.000000,0.000000,0.070000,0.800000,0.300000,0.511339,0.000000,0.227670,0.250000,0.584842
14490,,0.000000,0.000000,0.088244,0.800000,0.300000,0.598227,0.330000,0.000000,0.000000,0.000000
14491,,0.000000,0.000000,0.148823,0.800000,0.300000,0.501114,0.000000,0.000000,0.000000,0.000000
14492,,0.000000,0.000000,0.070000,0.800000,0.300000,0.491445,0.000000,0.000000,0.000000,0.000000
14493,,0.000000,0.000000,0.173663,0.800000,0.300000,0.482935,0.000000,0.000000,0.000000,0.000000
14494,IncFII(K),0.000000,0.000000,0.070000,0.800000,0.900000,0.476385,0.000000,0.000000,0.000000,0.000000
14495,,0.000000,0.000000,0.070000,0.800000,0.300000,0.581830,0.000000,0.227670,0.083333,0.140165
14496,,0.000000,0.000000,0.070000,0.800000,0.300000,0.554263,0.000000,0.000000,0.000000,0.140165
14497,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603329,0.000000,0.000000,0.000000,0.000000
14498,,0.436151,0.000000,0.121177,0.800000,0.300000,0.529777,0.600000,1.000000,1.000000,1.000000
14499,,0.000000,0.000000,0.167593,0.800000,0.300000,0.532938,0.000000,0.000000,0.000000,0.000000
14500,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603157,0.000000,0.000000,0.000000,0.000000
14501,,0.000000,0.000000,0.070000,0.800000,0.300000,0.670940,0.000000,0.000000,0.000000,0.284318
14502,,0.000000,0.000000,0.070000,0.800000,0.300000,0.514119,0.000000,0.889483,0.666667,0.858240
14503,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603029,0.000000,0.360849,0.083333,0.223984
14504,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603067,0.000000,0.227670,0.000000,0.223984
14505,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603284,0.000000,0.000000,0.000000,0.000000
14506,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603314,0.000000,0.000000,0.000000,0.000000
14507,,0.806006,0.000000,0.113437,0.800000,0.300000,0.632656,0.480000,0.000000,0.083333,0.140165
14508,,0.000000,0.000000,0.420000,0.800000,0.300000,0.620604,0.000000,0.000000,0.000000,0.000000
14509,,0.000000,0.000000,0.070000,0.800000,0.300000,0.595129,0.000000,0.000000,0.000000,0.000000
14510,,0.000000,0.000000,0.130060,0.800000,0.300000,0.565154,0.330000,0.360849,0.250000,0.521067
14511,,0.000000,0.000000,0.078530,0.800000,0.300000,0.648678,0.330000,0.000000,0.000000,0.000000
14512,,0.000000,0.000000,0.070000,0.800000,0.300000,0.477985,0.000000,0.528634,0.166667,0.284318
14513,,0.000000,0.000000,0.070000,0.800000,0.300000,0.590516,0.000000,0.000000,0.000000,0.000000
14514,,0.000000,0.000000,0.095773,0.800000,0.300000,0.575298,0.000000,0.000000,0.000000,0.000000
14515,,0.000000,0.330000,0.070000,0.820000,0.300000,0.659450,0.000000,0.000000,0.000000,0.000000
14516,,0.000000,0.000000,0.181940,0.800000,0.300000,0.477837,0.000000,0.000000,0.000000,0.223984
14517,,0.000000,0.000000,0.212315,0.800000,0.300000,0.461904,0.000000,0.000000,0.000000,0.000000
14518,,0.436151,0.000000,0.080860,0.800000,0.300000,0.632651,0.330000,0.000000,0.000000,0.140165
14519,,0.000000,0.000000,0.107360,0.800000,0.300000,0.550660,0.000000,0.000000,0.000000,0.000000
14520,,0.872303,0.000000,0.148686,0.800000,0.300000,0.693477,0.480000,0.000000,0.000000,0.000000
14521,,0.000000,0.000000,0.090813,0.800000,0.300000,0.635482,0.000000,0.360849,0.166667,0.284318
14522,,0.000000,0.000000,0.082522,0.800000,0.300000,0.669198,0.290000,0.227670,0.166667,0.000000
14523,,1.000000,0.000000,0.091997,0.800000,0.300000,0.658717,0.450000,0.227670,0.083333,0.000000
14524,,0.436151,0.000000,0.080822,0.800000,0.300000,0.632886,0.330000,0.000000,0.000000,0.000000
14525,,0.000000,0.000000,0.102362,0.800000,0.300000,0.606189,0.290000,0.455340,0.166667,0.284318
14526,,0.691284,0.000000,0.088592,0.800000,0.300000,0.596972,0.290000,0.000000,0.000000,0.000000
14527,,0.000000,0.000000,0.110827,0.800000,0.300000,0.544770,0.000000,0.360849,0.250000,0.223984
14528,,0.000000,0.000000,0.070000,0.800000,0.300000,0.533024,0.000000,0.360849,0.250000,0.331538
14529,,0.000000,0.000000,0.420000,0.800000,0.300000,0.558684,0.000000,0.588519,0.250000,0.458090
14530,,0.000000,0.000000,0.070000,0.800000,0.300000,0.560817,0.000000,0.000000,0.000000,0.000000
14531,,0.000000,0.000000,0.122929,0.800000,0.300000,0.527543,0.000000,0.000000,0.000000,0.000000
14532,,0.436151,0.000000,0.141463,0.800000,0.300000,0.507619,0.000000,0.756304,0.500000,0.623236
14533,,0.000000,0.000000,0.070000,0.800000,0.300000,0.512817,0.000000,0.227670,0.083333,0.140165
14534,,0.000000,0.000000,0.070000,0.800000,0.300000,0.462718,0.000000,0.000000,0.000000,0.000000
14535,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603336,0.000000,0.000000,0.000000,0.000000
14536,,0.000000,0.000000,0.070000,0.800000,0.300000,0.578590,0.000000,0.227670,0.083333,0.140165
14537,,0.000000,0.000000,0.070000,0.800000,0.300000,0.553949,0.000000,0.000000,0.000000,0.000000
14538,,0.000000,0.000000,0.078954,0.800000,0.300000,0.645461,0.000000,0.227670,0.083333,0.140165
14539,,0.000000,0.000000,0.093547,0.800000,0.300000,0.654201,0.290000,0.000000,0.000000,0.000000
14540,,0.000000,0.000000,0.070000,0.800000,0.300000,0.586238,0.290000,0.000000,0.000000,0.000000
14541,,1.000000,0.000000,0.092638,0.800000,0.300000,0.583905,0.000000,0.360849,0.166667,0.284318
14542,,0.000000,0.000000,0.070000,0.800000,0.300000,0.633723,0.000000,0.000000,0.000000,0.000000
14543,,0.000000,0.000000,0.070000,0.800000,0.300000,0.602751,0.000000,0.227670,0.083333,0.140165
14544,,0.000000,0.000000,0.070000,0.800000,0.300000,0.514889,0.000000,0.227670,0.000000,0.223984
14545,,0.000000,0.000000,0.070000,0.800000,0.300000,0.630716,0.000000,0.000000,0.000000,0.000000
14546,,0.436151,0.000000,0.435109,0.800000,0.300000,0.610740,0.330000,0.000000,0.000000,0.000000
14547,,0.000000,0.000000,0.070000,0.800000,0.300000,0.552791,0.000000,0.360849,0.166667,0.057691
14548,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603202,0.000000,0.000000,0.000000,0.000000
14549,,0.000000,0.000000,0.133407,0.800000,0.300000,0.588463,0.290000,0.000000,0.000000,0.000000
14550,,0.000000,0.000000,0.070000,0.800000,0.300000,0.557977,0.000000,0.455340,0.250000,0.284318
14551,,1.000000,0.480000,0.076641,0.820000,0.300000,0.711289,0.330000,0.227670,0.083333,0.140165
14552,,0.000000,0.000000,0.070000,0.800000,0.300000,0.683447,0.290000,0.000000,0.000000,0.000000
14553,,0.000000,0.000000,0.449448,0.800000,0.300000,0.658451,0.000000,0.000000,0.000000,0.140165
14554,,0.000000,0.000000,0.075912,0.800000,0.300000,0.673001,0.410000,0.227670,0.083333,0.140165
14555,,0.000000,0.000000,0.076176,0.800000,0.300000,0.670106,0.000000,0.000000,0.000000,0.000000
14556,,0.000000,0.000000,0.099014,0.800000,0.300000,0.613438,0.000000,0.000000,0.000000,0.000000
14557,,0.000000,0.000000,0.070000,0.800000,0.300000,0.589860,0.000000,0.227670,0.083333,0.140165
14558,,0.000000,0.000000,0.095747,0.800000,0.300000,0.575367,0.000000,0.000000,0.000000,0.000000
14559,,0.000000,0.000000,0.070000,0.800000,0.300000,0.574680,0.000000,0.000000,0.000000,0.000000
14560,,0.000000,0.000000,0.110236,0.800000,0.300000,0.545739,0.000000,0.000000,0.000000,0.140165
14561,,0.000000,0.000000,0.125147,0.800000,0.300000,0.524818,0.000000,0.000000,0.000000,0.000000
14562,,0.000000,0.000000,0.127982,0.800000,0.300000,0.521492,0.000000,0.000000,0.000000,0.000000
14563,,0.000000,0.000000,0.070000,0.800000,0.300000,0.517419,0.000000,0.000000,0.000000,0.000000
14564,,0.000000,0.000000,0.070000,0.800000,0.300000,0.513832,0.000000,0.000000,0.000000,0.000000
14565,,0.000000,0.000000,0.070000,0.800000,0.300000,0.458877,0.000000,0.000000,0.000000,0.000000
14566,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603052,0.000000,0.227670,0.083333,0.140165
14567,,0.872303,0.000000,0.142394,0.800000,0.300000,0.579667,0.000000,0.000000,0.000000,0.000000
14568,,0.000000,0.000000,0.070000,0.800000,0.300000,0.590270,0.000000,0.000000,0.000000,0.000000
14569,,0.000000,0.000000,0.113719,0.800000,0.300000,0.540229,0.000000,0.000000,0.000000,0.000000
14570,,0.000000,0.000000,0.126582,0.800000,0.300000,0.523113,0.000000,0.000000,0.000000,0.000000
14571,,0.000000,0.000000,0.070000,0.800000,0.300000,0.595197,0.000000,0.000000,0.000000,0.000000
14572,,0.000000,0.000000,0.070000,0.800000,0.300000,0.565907,0.000000,0.639151,0.333333,0.481077
14573,,0.000000,0.000000,0.070000,0.800000,0.300000,0.700480,0.000000,0.000000,0.000000,0.000000
14574,,0.000000,0.000000,0.099777,0.800000,0.300000,0.611715,0.440000,0.000000,0.000000,0.000000
14575,,0.000000,0.000000,0.070000,0.800000,0.300000,0.595551,0.000000,0.000000,0.000000,0.000000
14576,,0.000000,0.000000,0.070000,0.800000,0.300000,0.575628,0.000000,0.000000,0.000000,0.000000
14577,,0.000000,0.000000,0.070000,0.800000,0.300000,0.566012,0.000000,0.000000,0.000000,0.000000
14578,,0.000000,0.000000,0.420000,0.800000,0.300000,0.600738,0.000000,0.000000,0.000000,0.000000
14579,,0.691284,0.000000,0.168468,0.800000,0.300000,0.568698,0.440000,0.000000,0.000000,0.000000
14580,,0.000000,0.000000,0.070000,0.800000,0.300000,0.509058,0.000000,0.000000,0.000000,0.000000
14581,,0.000000,0.000000,0.070000,0.800000,0.300000,0.488854,0.000000,0.000000,0.000000,0.000000
14582,,0.000000,0.000000,0.070000,0.800000,0.300000,0.474745,0.000000,0.000000,0.000000,0.000000
14583,,0.000000,0.000000,0.070000,0.800000,0.300000,0.464679,0.000000,0.000000,0.000000,0.000000
14584,,0.000000,0.000000,0.070000,0.800000,0.300000,0.701475,0.000000,0.000000,0.000000,0.000000
14585,,0.691284,0.000000,0.073460,0.800000,0.300000,0.708560,0.290000,0.360849,0.166667,0.140165
14586,,0.436151,0.000000,0.113774,0.800000,0.300000,0.613052,0.000000,0.721698,0.500000,0.555173
14587,,0.000000,0.000000,0.434326,0.800000,0.300000,0.660269,0.370000,0.227670,0.083333,0.140165
14588,,0.000000,0.000000,0.128337,0.800000,0.300000,0.613084,0.290000,0.588519,0.333333,0.370481
14589,,0.000000,0.000000,0.070000,0.800000,0.300000,0.625708,0.000000,0.000000,0.000000,0.000000
14590,,0.000000,0.000000,0.155960,0.800000,0.300000,0.541361,0.000000,0.227670,0.083333,0.223984
14591,,0.000000,0.000000,0.100096,0.800000,0.300000,0.565008,0.000000,0.000000,0.000000,0.000000
14592,,0.000000,0.000000,0.070000,0.800000,0.300000,0.467110,0.000000,0.000000,0.000000,0.000000
14593,,0.436151,0.000000,0.082772,0.800000,0.300000,0.621887,0.410000,0.683011,0.416667,0.458090
14594,,0.000000,0.000000,0.107341,0.800000,0.300000,0.596692,0.000000,0.000000,0.083333,0.140165
14595,,0.000000,0.000000,0.070000,0.800000,0.300000,0.578883,0.000000,0.455340,0.250000,0.284318
14596,,0.000000,0.000000,0.116606,0.800000,0.300000,0.581985,0.000000,0.000000,0.000000,0.000000
14597,,0.000000,0.000000,0.070000,0.800000,0.300000,0.571267,0.000000,0.000000,0.083333,0.140165
14598,,0.436151,0.000000,0.070000,0.800000,0.300000,0.663748,0.600000,0.360849,0.416667,0.331538
14599,,0.000000,0.000000,0.420000,0.800000,0.300000,0.618043,0.000000,0.000000,0.000000,0.000000
14600,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603217,0.000000,0.000000,0.000000,0.000000
14601,Col440I,0.000000,0.000000,0.070000,0.800000,0.500000,0.520847,0.000000,0.000000,0.000000,0.000000
14602,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603194,0.000000,0.227670,0.083333,0.140165
14603,,0.000000,0.330000,0.076533,0.820000,0.300000,0.666374,0.450000,0.756304,0.583333,0.694091
14604,,0.000000,0.000000,0.080995,0.800000,0.300000,0.631834,0.000000,0.227670,0.083333,0.140165
14605,,0.000000,0.000000,0.103791,0.800000,0.300000,0.557323,0.000000,0.360849,0.083333,0.223984
14606,,0.000000,0.000000,0.097228,0.800000,0.300000,0.571654,0.000000,0.000000,0.000000,0.000000
14607,,0.000000,0.000000,0.070000,0.800000,0.300000,0.555304,0.000000,0.000000,0.000000,0.000000
14608,,0.000000,0.000000,0.070000,0.800000,0.300000,0.525135,0.000000,0.000000,0.000000,0.000000
14609,,0.000000,0.000000,0.070000,0.800000,0.300000,0.505760,0.000000,0.000000,0.000000,0.000000
14610,,0.872303,0.000000,0.142394,0.800000,0.300000,0.579667,0.000000,0.000000,0.000000,0.000000
14611,,0.000000,0.000000,0.070000,0.800000,0.300000,0.671978,0.370000,0.227670,0.083333,0.223984
14612,,0.000000,0.000000,0.432501,0.800000,0.300000,0.669314,0.000000,0.000000,0.000000,0.000000
14613,,0.000000,0.000000,0.070000,0.800000,0.300000,0.566313,0.000000,0.227670,0.083333,0.140165
14614,,0.000000,0.000000,0.136460,0.800000,0.300000,0.558434,0.000000,0.000000,0.000000,0.000000
14615,,0.000000,0.000000,0.070000,0.800000,0.300000,0.525305,0.000000,0.455340,0.333333,0.403640
14616,,0.872303,0.000000,0.142394,0.800000,0.300000,0.579667,0.000000,0.000000,0.000000,0.000000
14617,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603157,0.000000,0.000000,0.000000,0.000000
14618,,0.000000,0.000000,0.420000,0.800000,0.300000,0.594218,0.000000,0.528634,0.500000,0.611119
14619,,0.000000,0.000000,0.127383,0.800000,0.300000,0.522181,0.000000,0.000000,0.000000,0.000000
14620,,0.000000,0.000000,0.070000,0.800000,0.300000,0.478477,0.000000,0.000000,0.000000,0.000000
14621,,0.000000,0.000000,0.070000,0.800000,0.300000,0.472152,0.000000,0.000000,0.000000,0.000000
14622,,0.000000,0.000000,0.070000,0.800000,0.300000,0.462093,0.000000,0.000000,0.000000,0.000000
14623,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603269,0.000000,0.000000,0.000000,0.000000
14624,,0.000000,0.000000,0.070000,0.800000,0.300000,0.575628,0.000000,0.000000,0.000000,0.000000
14625,,0.691284,0.000000,0.174663,0.800000,0.300000,0.601202,0.330000,1.000000,0.833333,0.920219
14626,,0.000000,0.330000,0.070000,0.820000,0.300000,0.644988,0.000000,0.360849,0.166667,0.140165
14627,,0.000000,0.000000,0.078976,0.800000,0.300000,0.645295,0.000000,0.000000,0.000000,0.000000
14628,,0.000000,0.000000,0.087968,0.800000,0.300000,0.599236,0.000000,0.000000,0.000000,0.000000
14629,,0.000000,0.000000,0.070000,0.800000,0.300000,0.595936,0.000000,0.000000,0.000000,0.000000
14630,,0.000000,0.000000,0.070000,0.800000,0.300000,0.585898,0.000000,0.000000,0.000000,0.000000
14631,,0.000000,0.000000,0.196476,0.800000,0.300000,0.469735,0.000000,0.000000,0.000000,0.000000
14632,,0.000000,0.000000,0.432803,0.800000,0.300000,0.621729,0.000000,0.000000,0.000000,0.000000
14633,,0.000000,0.000000,0.089463,0.800000,0.300000,0.593935,0.330000,0.360849,0.166667,0.223984
14634,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603157,0.000000,0.000000,0.000000,0.000000
14635,,0.000000,0.000000,0.070000,0.800000,0.300000,0.546640,0.000000,0.000000,0.000000,0.000000
14636,,0.000000,0.000000,0.129382,0.800000,0.300000,0.519908,0.000000,0.000000,0.000000,0.000000
14637,,0.000000,0.000000,0.072811,0.800000,0.300000,0.722340,0.410000,0.000000,0.000000,0.370481
14638,,0.872303,0.000000,0.142394,0.800000,0.300000,0.579667,0.000000,0.000000,0.000000,0.000000
14639,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603029,0.000000,0.227670,0.083333,0.000000
14640,,0.000000,0.000000,0.092575,0.800000,0.300000,0.690895,0.000000,0.000000,0.000000,0.000000
14641,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603089,0.000000,0.227670,0.166667,0.000000
14642,,0.000000,0.000000,0.090638,0.800000,0.300000,0.590043,0.000000,0.227670,0.083333,0.140165
14643,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603172,0.000000,0.227670,0.083333,0.140165
14644,,0.436151,0.000000,0.092529,0.800000,0.300000,0.584225,0.330000,0.639151,0.333333,0.458090
14645,,0.872303,0.000000,0.188906,0.800000,0.300000,0.519829,0.000000,0.000000,0.000000,0.000000
14646,,0.000000,0.000000,0.070000,0.800000,0.300000,0.529140,0.000000,0.528634,0.250000,0.432461
14647,,0.000000,0.000000,0.070000,0.800000,0.300000,0.459598,0.000000,0.000000,0.000000,0.000000
14648,,0.000000,0.000000,0.146443,0.800000,0.300000,0.595146,0.000000,0.455340,0.250000,0.370481
14649,,0.872303,0.000000,0.254364,0.800000,0.300000,0.583221,0.520000,0.910681,0.833333,0.849265
14650,,0.000000,0.000000,0.070000,0.800000,0.300000,0.673411,0.000000,0.930594,0.750000,0.862578
14651,,0.436151,0.000000,0.081577,0.800000,0.300000,0.628410,0.330000,0.000000,0.000000,0.000000
14652,,0.000000,0.000000,0.074059,0.800000,0.300000,0.697966,0.330000,0.000000,0.000000,0.000000
14653,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603284,0.000000,0.000000,0.000000,0.000000
14654,,0.000000,0.000000,0.070000,0.800000,0.300000,0.467747,0.000000,0.000000,0.000000,0.000000
14655,,0.000000,0.000000,0.070000,0.800000,0.300000,0.602766,0.000000,0.360849,0.166667,0.309200
14656,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603157,0.000000,0.000000,0.000000,0.000000
14657,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603164,0.000000,0.000000,0.000000,0.000000
14658,,0.436151,0.000000,0.081930,0.800000,0.300000,0.626414,0.000000,0.000000,0.000000,0.000000
14659,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603194,0.000000,0.000000,0.000000,0.000000
14660,,0.000000,0.000000,0.494001,0.800000,0.300000,0.664433,0.000000,0.227670,0.083333,0.140165
14661,,0.000000,0.000000,0.077921,0.800000,0.300000,0.653590,0.000000,0.000000,0.000000,0.000000
14662,,0.691284,0.000000,0.100183,0.800000,0.300000,0.637723,0.370000,0.000000,0.000000,0.000000
14663,,0.000000,0.000000,0.092757,0.800000,0.300000,0.629558,0.000000,0.000000,0.000000,0.000000
14664,,0.000000,0.000000,0.070000,0.800000,0.300000,0.614070,0.290000,0.455340,0.250000,0.555173
14665,,0.000000,0.000000,0.070000,0.800000,0.300000,0.590043,0.000000,0.000000,0.000000,0.000000
14666,,0.000000,0.000000,0.070000,0.800000,0.300000,0.578677,0.000000,0.000000,0.000000,0.000000
14667,,0.000000,0.000000,0.100199,0.800000,0.300000,0.564781,0.000000,0.000000,0.000000,0.000000
14668,,0.000000,0.000000,0.153403,0.800000,0.300000,0.543365,0.000000,0.000000,0.000000,0.000000
14669,,0.000000,0.000000,0.112553,0.800000,0.300000,0.542023,0.000000,0.000000,0.000000,0.000000
14670,,0.000000,0.000000,0.070000,0.800000,0.300000,0.541418,0.000000,0.000000,0.000000,0.000000
14671,,0.000000,0.000000,0.070000,0.800000,0.300000,0.508810,0.000000,0.000000,0.000000,0.000000
14672,,0.000000,0.000000,0.159180,0.800000,0.300000,0.492922,0.000000,0.000000,0.000000,0.000000
14673,,0.000000,0.000000,0.070000,0.800000,0.300000,0.462718,0.000000,0.227670,0.083333,0.140165
14674,,0.436151,0.000000,0.081599,0.800000,0.300000,0.628282,0.330000,0.000000,0.000000,0.000000
14675,,0.000000,0.000000,0.070000,0.800000,0.300000,0.464011,0.000000,0.000000,0.000000,0.000000
14676,,0.436151,0.000000,0.083118,0.800000,0.300000,0.620118,0.330000,0.000000,0.000000,0.223984
14677,,0.000000,0.000000,0.420000,0.800000,0.300000,0.559122,0.000000,0.639151,0.166667,0.501970
14678,,0.000000,0.000000,0.070000,0.800000,0.300000,0.480268,0.000000,0.000000,0.000000,0.000000
14679,,0.872303,0.000000,0.252024,0.800000,0.300000,0.523786,0.480000,1.000000,1.000000,1.000000
14680,,0.000000,0.000000,0.070000,0.800000,0.300000,0.600364,0.000000,0.360849,0.166667,0.223984
14681,,0.000000,0.000000,0.195366,0.800000,0.300000,0.516319,0.000000,0.227670,0.083333,0.000000
14682,rep14a,0.000000,0.000000,0.070000,0.800000,0.300000,0.581902,0.000000,0.000000,0.000000,0.000000
14683,,0.000000,0.000000,0.179569,0.800000,0.300000,0.479257,0.000000,0.000000,0.000000,0.000000
14684,,0.000000,0.000000,0.180538,0.800000,0.300000,0.524672,0.290000,0.000000,0.000000,0.000000
14685,,0.000000,0.000000,0.070000,0.800000,0.300000,0.603269,0.000000,0.000000,0.000000,0.000000
14686,,0.000000,0.000000,0.156580,0.800000,0.300000,0.540884,0.000000,0.000000,0.000000,0.000000
14687,,0.000000,0.000000,0.070000,0.800000,0.300000,0.501704,0.000000,0.000000,0.000000,0.000000
14688,,0.000000,0.000000,0.070000,0.800000,0.300000,0.501496,0.000000,0.000000,0.000000,0.000000
14689,,0.000000,0.000000,0.070000,0.800000,0.300000,0.602894,0.000000,0.000000,0.000000,0.000000
14690,,1.000000,0.000000,0.106346,0.800000,0.300000,0.552486,0.290000,0.866821,0.666667,0.902468
14691,,0.436151,0.000000,0.087906,0.800000,0.300000,0.599467,0.000000,1.000000,1.000000,1.000000
14692,,0.436151,0.000000,0.080951,0.800000,0.300000,0.632101,0.330000,0.000000,0.000000,0.000000
14693,,0.000000,0.000000,0.420000,0.800000,0.300000,0.584045,0.000000,0.000000,0.000000,0.000000
14694,,0.000000,0.000000,0.420000,0.800000,0.300000,0.559325,0.000000,0.842480,0.583333,0.762004
14695,,0.000000,0.000000,0.420000,0.800000,0.300000,0.531299,0.000000,0.000000,0.000000,0.000000
14696,,0.000000,0.000000,0.070000,0.800000,0.300000,0.511696,0.000000,0.756304,0.583333,0.675941
14697,,0.000000,0.000000,0.070000,0.800000,0.300000,0.486939,0.000000,0.000000,0.000000,0.000000
14698,,0.000000,0.330000,0.074837,0.820000,0.300000,0.686321,0.000000,0.360849,0.166667,0.223984
14699,,0.000000,0.000000,0.070000,0.800000,0.300000,0.538743,0.000000,0.360849,0.166667,0.370481
14700,,0.436151,0.000000,0.081540,0.800000,0.300000,0.628620,0.330000,0.000000,0.000000,0.000000
14701,,0.000000,0.000000,0.420000,0.800000,0.300000,0.601372,0.000000,0.000000,0.000000,0.000000
14702,,0.000000,0.000000,0.070000,0.800000,0.300000,0.529709,0.000000,0.360849,0.000000,0.284318
14703,,0.000000,0.000000,0.070000,0.800000,0.300000,0.512904,0.000000,0.756304,0.500000,0.768487
14704,,0.000000,0.000000,0.081936,0.800000,0.300000,0.626382,0.000000,0.000000,0.000000,0.000000
14705,,0.000000,0.000000,0.083866,0.800000,0.300000,0.616437,0.000000,0.000000,0.000000,0.000000
14706,,0.000000,0.000000,0.070000,0.800000,0.300000,0.538505,0.000000,0.227670,0.083333,0.000000
14707,,0.000000,0.000000,0.420000,0.800000,0.300000,0.560817,0.000000,0.000000,0.000000,0.000000
14708,,0.000000,0.000000,0.070000,0.800000,0.300000,0.553602,0.000000,0.000000,0.000000,0.000000
14709,,0.000000,0.000000,0.070000,0.800000,0.300000,0.547200,0.000000,0.000000,0.000000,0.140165
14710,,0.000000,0.000000,0.420000,0.800000,0.300000,0.515425,0.000000,0.000000,0.000000,0.223984
14711,,0.000000,0.000000,0.127937,0.800000,0.300000,0.521543,0.000000,0.000000,0.000000,0.000000
14712,,0.000000,0.000000,0.070000,0.800000,0.300000,0.458679,0.000000,0.000000,0.000000,0.000000
14713,,0.691284,0.000000,0.080801,0.800000,0.300000,0.633010,0.330000,0.000000,0.000000,0.000000
