n,mean_len,median_len,mean_arg,mean_vf,mean_is,pct_conj,pct_integron,pct_human,n_species,n_countries,n_replicons
1732,23.1290762124711,23.635,1.79041570438799,1.13683602771363,3.08429561200924,6.87066974595843,4.44572748267898,56.0623556581986,171,610,94
